...𒅅𒀜𒋫𒍝𒀸𒁉𒀉	... ig at-ta-ṣa ina be₂-et 	I brought ... and gave ... where ... 
𒅇𒀀𒈾𒆪𒌌𒀀𒋆𒈨𒋙𒋀𒌓𒆪𒉡𒃻𒀉𒋾𒌉𒈨𒌍𒆳𒀸𒋩𒌋𒆠𒁷𒉡𒋫𒆪𒉡𒃻𒀝𒍮𒊒𒀜𒁲𒌋𒅗𒃻𒂗𒈾𒋗𒌑𒀉𒋾𒊮𒁉𒅀𒀜𒌅𒉡𒀊𒂍𒁴𒈠𒀊𒂍𒁴𒈠𒃻𒊏𒋼𒂊𒋗𒆷𒋫𒋆𒈠𒀀𒋗𒌦𒆪𒉡𒊭𒀸𒅆𒅀𒌋𒀸𒅆𒆳𒆳𒃮𒁍𒁀𒉡𒌑𒆷𒌅𒁀𒀪𒀀𒃻𒅇𒊏𒌋𒌋𒆪𒉡𒀸𒅆𒀭𒆷𒌅𒉺𒁕𒀀	u₃ a-na-ku ul a-šem-me-šu₂ ŠEŠ-ut-ku-nu ša₂ it-ti DUMU-MEŠ KUR—aš-šur u ki-din-nu-ta-ku-nu ša₂ ak-ṣu-ru ad-di UGU ša₂ en-na šu-u₂ it-ti ŠA₃-bi-ia at-tu-nu ap—pit-tim-ma ap—pit-tim-ma ša₂-ra-te-e-šu la ta-šem-ma-a šu-un-ku-nu ša ina IGI-ia u ina IGI KUR.KUR gab-bu ba-nu-u₂ la tu-ba-ʾa-a-ša₂ u₃ ra-man-ku-nu ina IGI DINGIR la tu-haṭ-ṭa-a 	But I will not listen to it. Your brotherhood with the Assyrians and your privileged status which I have established remain valid until the present day; you are close to my heart. Correspondingly, do not listen to his vain words, do not taint your name which is in good repute before me and the whole world, do not make yourself culpable before God.
𒇷𒁍𒋙𒈗𒁁𒉌𒌑𒁕𒀸𒅆𒅀𒀀𒊑𒅋𒆪𒋗𒌑𒇽𒌨𒇷𒋙𒈠𒀀𒉺𒅁𒊏𒆪𒈠𒀀𒀀𒍪𒄑𒋛𒅀𒇸𒌨𒉺𒀠𒄩𒆪𒊭𒆷𒈗𒆷𒀠𒋃	le-pu-šu₂ LUGAL be-li₂ u₂-da ina ši-ia-a-ri il-ku šu-u₂ {LU₂}-taš-li-šu₂ ma-a šap-ra-ku ma-a {LU₂~v}-A.ZU is-si-ia lil-lik pa-al-ha-ku ša la LUGAL la al-lak 	(As) the king, my lord, knows, the ilku-duty (of the physicians) is tomorrow. A 'third man' is saying: "I am under orders; the physician should come with me!" I am afraid; without (the permission of) the king I will not go
𒂍𒀜𒊒𒈨𒋻𒄑𒊬𒀸𒌷𒊺𒁹𒆷𒆠𒁍𒋦𒆜𒊭𒌷𒊺𒃲𒈨𒌍𒋦𒆜𒊭𒌷𒊺...	E₂ ad-ru me-šil {GIŠ}-SAR ina {URU}-ŠE—{1}-la—qe₂-pu SUHUR KASKAL ša {URU}-ŠE—GAL-MEŠ SUHUR KASKAL ša {URU}-ŠE—... 	an estate of ditto, a threshing floor, a half of a garden in the village of La-qepu, adjoining the road of Kapar-rabuti and the road of the village of ... 
...𒊮𒁉𒁹𒀭𒀝𒋀𒀳𒌍	... ŠA₃-bi {1}-{d}-AG—ŠEŠ—APIN-eš 	... the heart of Nabû-ahu-ereš
𒉌𒉡𒋗𒂍𒈧𒁕𒊑𒂍𒀭𒈹𒀀𒂵𒉈𒆠𒊭𒍑𒋗𒋗𒅔𒈾𒈬𒌑𒄿𒈬𒌑𒅗𒅈𒈪𒅖𒇷𒅁𒈾𒊍𒋢𒀉𒊏𒉏𒅅𒈬𒌑𒁲𒋫𒀠𒇷𒅖𒀀𒊬𒋗𒋗𒌓𒁺𒌑𒆷𒁀𒀸𒈬𒊓𒄖𒋗𒈾𒁺𒌑𒋛𒈠𒀝𒆠𒋗𒈾𒉺𒅈𒆪𒌑𒆪𒌓𒊑𒉡𒂊𒉿𒌍𒂍𒊭𒀀𒁴𒊮𒁉𒄿𒋫𒈪𒈠𒅗𒁀𒀜𒁴𒄩𒀾𒄩𒆪	i₃-nu-šu e₂-maš₂-da-ri E₂ {d}-INANNA a-ka₃-de₃ {KI} ša uš-šu-šu in-na-mu-u₂ i-mu-u₂ ka-ar-mi-iš li-ib-na-as-su id-ra-num iq-mu-u₂ di-ta-al-li-iš a-šar-šu šu-ud-du-u₂ la ba-aš-mu sa-gu-šu na-du-u₂ si-ma-ak-ki-šu na-pa-ar-ku-u₂ qu₂-ut-re-nu e-pe-eš E₂ ša-a-tim lib₃-bi i-ta-mi-ma ka-ba-at-ti₃ ha-aš₂-ha-tuš 	At that time, (with regard to) Emašdari, the temple of the goddess Ištar of Agade, whose foundation(s) had fallen to pieces (and) turned into ruins, whose brickwork alkali burned to ashes, whose site remained desolate, whose shrine was not standing (lit. ‘built’), whose cella was in ruins, (and where) incense(-offerings) had ceased, my heart pondered (re)building this temple and my mind desired (to carry) it (out). 
𒀜𒁕𒅘𒅗𒌷𒈬𒍝𒈲...𒀸𒊮𒁉𒅆𒄿𒁉𒍝𒁀𒀜...𒊭𒀭𒈨𒌍𒉌𒅗...𒅀𒄩𒀭𒉌𒄿𒊭...𒀀𒋫𒀀𒆷𒀀𒋫...	ad-da-nak-ka {URU}-mu-ṣa-ṣir ... ina ŠA₃-bi ši-i-bi ṣa-ba-at ... ša DINGIR-MEŠ-ni-ka ... ia ha-an-ni-i ša ... a-ta-a la-a ta-... 	... the city of Muṣaṣir; stay there! The seizing ... of your gods ... this ... of mine ... Why would you not ... 
𒊭𒁁𒉌𒅖𒁓𒀭𒉌𒈠𒀀𒀀𒁺𒂍𒉌𒋃𒀭𒉌𒈠𒀀...𒇻𒊏𒄴𒍝𒀀𒅗𒋫𒉺𒀭𒈗𒇻𒁄𒄩𒀀𒅗𒀭𒈨𒌍𒂊𒅗𒋧𒈠𒀀𒆗𒌋𒌋𒆷𒊏𒄴𒍝𒆪𒌋𒉌...𒅋...𒈠...	ša be-li₂ iš-pur-an-ni ma-a a-du E₂ ni-lak-an-ni ma-a ... lu ra-ah-ṣa-a-ka TA pa-an LUGAL lu pal-ha-a-ka DINGIR-MEŠ-e-ka šum₂-ma a—dan-niš la ra-ah-ṣa-ku-u-ni ... il ... ma ... 	Concerning what my lord wrote to me: "... and be confident until we come, and fear the king!" — by your gods, I am very confident.
𒁹𒀯𒇻𒅂𒀯𒈨𒌍𒀭𒂊𒌑𒆗𒉻𒈗𒆳𒆳𒌑𒋗𒋾𒀭𒉌𒁁𒀀𒉡𒄿𒁀𒅋𒈠𒀯𒈨𒌍𒌑𒆗𒉻𒈠	1 {MUL}-UDU.IDIM MUL-MEŠ AN-e u₂-lap-pat LUGAL KUR.KUR u₂-qat-ti {d}-ṣal-bat-a-nu i-ba-il-ma MUL-MEŠ u₂-lap-pat-ma 	If a planet affects the stars of the sky: the king will finish all lands. — Mars becomes bright and affects the stars.
...𒋼𒇻𒌋𒉽𒈫𒇽...	... te-lu-u PAB 02 {LU₂}-... 	... ; NN, ... telû, in all 2 ... , ... 
...𒋢𒋡𒅆𒅀𒋙𒁹𒌌...𒅅𒋫𒊐	... su-qa IGI.II-šu₂ ana ul-... ik-ta-rab 	... his eyes ... he blessed.
𒇻𒁀𒀪𒌑𒈠𒀀𒀭𒉡𒊑𒊍𒉺𒅁𒊩𒆪𒉡𒁹𒀭𒉺𒂗𒈬𒈨𒌍𒃻𒄑𒋛𒋙𒊺𒉈𒀀𒉌𒁉𒄑𒁹𒆪𒀭𒈨𒌍𒆪𒉡𒇻𒊺𒉈𒀝𒆪𒉡	lu-ba-ʾi u₂-ma-a an-nu-ri as-sap-rak-ku-nu {1}-{d}-PA—EN—MU-MEŠ ša₂ is-si-šu₂ še-bil-a-ni bi-is ana-ku DINGIR-MEŠ-ku-nu lu-še-bil-ak-ku-nu 	Now then I am writing to you: Send me Nabû-bel-šumati and his accomplices, and I will promptly send you your gods and make peace.
...𒇻...𒀀𒈠𒋫𒄩𒁀𒇻𒊕𒂵𒋗𒀸𒍪𒌝𒊑𒅆𒈾𒅖𒃻𒆥𒈠𒂗𒋗𒄿𒆸𒁉𒇻𒄿𒊬𒊏𒆪𒀀𒈾𒆗𒉌𒀸𒆠𒆗𒌷𒌋𒌆𒇻𒇻𒈠𒄯𒆑𒊑𒂊𒅁𒁀𒅆𒈠𒌓𒌑𒆷𒈾𒌓𒅗𒀀𒅎𒋗𒀪𒃻𒋗𒈨𒌍𒊭𒀀𒄩𒈨𒌍𒈠𒀀𒊒𒀸𒋢𒌑𒆥𒂊𒋫𒊏𒅈𒀜𒋗𒊑𒂊𒋗𒀀𒈾𒂗𒋗	... LU ... a-ma-ta ha-ba-lu šag-ga-šu ina zu-um-ri-ši-na iš-ša₂-kin-ma en-šu i-hab-bi-lu i-šar-ra-ku a-na dan-ni ina qe₂-reb URU dul-lu-lu ma-har kad₃-re-e ib-ba-ši-ma UD-šam la na-par-ka-a im-šu-ʾu NIG₂.ŠU.MEŠ ša a-ha-meš ma-a-ru ina su-u₂-qi e-ta-ra-ar AD-šu re-e-šu a-na EN-šu 	... matter. They were afflicted by thieving (and) murdering. They were stealing from the poor (and) giving to the mighty; there was oppression (and) the taking of bribes in the city. Every day, without ceasing, they stole goods from each other, a son (i 15') cursed his father in the street, a slave ... to his owner,
𒁾𒉿𒁹𒀭𒀝𒊩𒅆𒋗𒉡𒇽𒁾𒊬𒊬𒊑𒃲𒌑𒇽𒃲𒄀𒌋𒇽𒃲𒄀𒌋𒇽𒌝𒈠𒀭𒁹𒈗𒄀𒈾𒈗𒆳𒀸𒋩𒆠𒁍𒊌𒊒𒁹𒄯𒈠𒀝𒆠𒇽𒁾𒊬𒈗𒁄𒌀𒆠𒌑	ṭup-pi {m}-{d}-AG-šal-lim-šu-nu {LU₂}-DUB.SAR šar-ri GAL-u₂ {LU₂}-GAL.GI.BUR₃ {LU₂}-GAL.GI.BUR₃ {LU₂}-um-ma-an {m}-LUGAL-GI.NA LUGAL KUR aš-šur {KI} bu-uk-ru {m}-har-ma-ak-ki {LU₂}-DUB.SAR LUGAL BAL.TIL {KI} u₂ 	Tablet of Nabû-šallimšunu, the chief royal scribe, chief tablet-writer (and) scholar of Sargon (II) king of Assyria, (and) son of Ḫarmakki, the royal scribe, an Assyrian.
𒀴𒈨𒌍...𒊭𒈗𒁁𒉌𒅀𒇻𒌋𒆳𒀸𒋩𒀀𒀀𒇻𒌋𒆳𒋫𒁄𒀀𒀀𒊭𒀭𒈾𒅗𒀸𒆜𒉿𒋫𒁕𒉡𒌋𒉌𒊭𒀸𒊮𒐉𒂆𒋫𒁷𒊭𒀸𒊮𒐊𒂆𒋫𒁷	{LU₂~v}-ARAD-MEŠ ... ša LUGAL be-li₂-ia lu-u {KUR}-aš-šur-a.a lu-u {KUR}-ta-bal-a.a ša an-na-ka ina kas-pi ta-da-nu-u-ni ša ina ŠA₃ 04 GIN₂ ta-din ša ina ŠA₃ 05 GIN₂ ta-din 	... servants of the king, my lord, both Assyrians and Tabaleans who have been sold here for money — (even) those who brought (only) 4 or 5 shekels have been sold —
𒁹𒁁𒉌𒀀𒀉𒁲𒉌𒋀𒌑𒀀	{1}-be-li₂—A—id-di-ni ŠEŠ-u₂-a 	My brother Bel-apla-iddin
...𒆠𒄿𒃲𒋝𒈾𒉌𒃲𒋝𒈾𒉌𒈬𒈨𒌍𒅀	... ki-i {LU₂~v}-GAL—šik-na-ni {LU₂~v}-GAL—šik-na-ni MU-MEŠ-ia 	... When the designers ... my names
𒌑𒈠𒀀𒆠𒄿𒊭𒈗𒁁𒉌𒅖𒁓𒀭𒉌𒂊𒈮𒆥𒀸𒌷𒀀𒈨𒌍𒌉𒈾𒌑𒉺𒄯𒀸𒅆𒀀𒆥𒀀𒆥𒊭𒈗𒂗𒅀𒀀𒁖𒃲	u₂-ma-a ki-i ša LUGAL be-li₂ iš-pur-an-ni {LU₂~v}-e-muq-qi ina {URU}-A-MEŠ—tur-na u₂-pa-har ina IGI {LU₂~v}-A—KIN {LU₂~v}-A—KIN ša LUGAL EN-ia a-dag-gal 	Now I am gathering troops in Meturna, as the king, my lord, wrote to me. I am waiting for the messenger of the king, my lord.
𒁹...𒀀𒈾...𒅇...𒋡𒀜𒀭...𒇽𒄿𒈨𒁉...𒇽𒍑𒆪𒈨𒌍𒄿...𒋫𒍑𒋾𒃼𒊏𒁺𒋾𒋙...𒇽𒈜𒈨𒌍𒀸𒄑𒍠𒊩...𒁶𒊑𒂟𒄭𒀀𒅀...𒋼𒂊𒊏𒄿𒃻...𒄿𒈾𒋼𒀀𒀀...𒀀𒈾𒁹𒆜𒁍...𒊍𒇷𒅁𒁍𒋾...𒀮𒆗𒊺𒂊𒊑...𒀭𒀝𒌉...𒌑𒊩...𒀭𒌋𒄥...𒅋...	{m}-... a-na ... u₃ ... qa-at {d}-... {LU₂}-i-šip-pi₂ ... {LU₂}-GALA.MEŠ i-... ta-nit-ti qar-ra-du-ti-šu₂ ... {LU₂}-NAR.MEŠ ina {GIŠ}-ZA₃.MI₂ ... gim-ri ERIM.HI.A-ia ... te-e-ra i-ša₂-... i-na KAR a-... a-na 1 KASKAL.GID₂ ... as-li eb-bu-ti ... nap-tan še-e-ri ... {d}-AG DUMU ... u₂-šal-... {d}-U.GUR ... il-... 	... to ... and ... hand of the god(dess) ... (iii 5') purification priests, ... lamentation priests, ... praise of his heroism ... singers with lyre(s) ... all of my troops ... (iii 10') ... in the quay ... for one league ... pure sheep ... morning repast ... (iii 15') the god Nabû, son of ... the god Nergal ... 
...𒌑𒈠𒀀𒄥𒁍𒌋𒋾...𒊭𒅋𒇷𒃶𒉌𒀝𒋫...	... u₂-ma-a {LU₂~v}-qur-bu-u-ti ... ša il-li-kan-ni ak-ta-... 	Now I have ... ed the royal bodyguard ... who came
𒌋𒌋𒁲𒂊𒈠𒌌𒀉𒁀𒀀...𒌌𒄿𒌋𒌋𒉡𒌑o𒇷𒅅𒁀𒈠𒀸𒉺𒀭𒈗𒇻𒈬𒌦𒀀𒈾𒌋𒅗𒍜𒃻𒀸𒉺𒀭𒈗𒌑𒆠𒅔𒉡𒋙𒉡𒋾𒌓𒈬𒊻𒋢𒀉𒋼𒉏𒈬𒌑𒉌𒌝𒈠𒉌𒁕𒀝𒋙𒆠𒄿𒋙𒉡𒆷𒀉𒁺𒆪𒅔𒉌𒀀𒈾𒇽𒃲𒈨𒌍𒃻𒈗𒇽𒂗𒈨𒌍𒁵𒄭𒀀𒋙𒉡𒇽𒂗𒈨𒌍𒁵𒄭𒀀𒋙𒉡𒄿𒋡𒀊𒁍𒌑𒈠𒁲𒅁𒁉𒅀𒀸𒉺𒀭𒈗𒌑𒁀𒀪𒀀𒋙𒌑	min₃-de-e-ma ul it-ba-a ... ul i-man-nu-u₂ o li-iq-ba-ma ina pa-an LUGAL lu-mu-un a-na UGU UZU ša₂ ina pa-an LUGAL u₂-ki-in-nu-šu₂-nu-ti UD-mu-us-su it-te-nim-mu-u₂-ni um-ma ni-da-ak-šu₂ ki-i šu₂-nu la id-du-ku-in-ni a-na {LU₂}-GAL-MEŠ ša₂ LUGAL {LU₂}-EN-MEŠ—MUN-HI.A-šu₂-nu {LU₂}-EN-MEŠ—MUN-HI.A-šu₂-nu i-qa-ab-bu-u₂-ma di-ib-bi-ia ina pa-an LUGAL u₂-ba-ʾa-a-šu₂-u₂ 	If he in fact did not attack me and they are not handing (me)  over, then he should say so before the king! The threat to my person  about which I testified against them in the king's presence is the fact  that they daily take an oath against me, saying: "Let's kill him!" But  because they couldn't kill me they are speaking to the king's magnates, their allies, and they are filing complaints against me before the  king.
𒀀𒃻𒌓𒀀𒅗𒀸𒌋𒅗𒉚𒊭𒈗𒁁𒉌𒅖𒁓𒀀𒉌o𒀭𒉡𒋆𒀸𒂍𒀴𒋙...𒈨𒌍𒀸𒅆𒈗𒂗𒐊𒌑𒋛𒁉𒆷	a-ša₂-par-a-ka ina UGU {LU₂~v}-ŠAM₂ ša LUGAL be-li₂ iš-pur-a-ni o an-nu-rig ina E₂ {LU₂~v}-ARAD-šu₂ ... MEŠ ina IGI LUGAL EN-ia₂ u₂-se-bi-la 	As to the bought slave concerning whom the king, my lord, wrote me, he has now turned up in the domain of his servant, and I am sending the ... s to the king, my lord.
...𒆗𒈠𒇻𒊩𒄣...𒅖𒋗...𒋙...𒀭𒌍𒁍𒌇𒄣𒁀𒃻𒀀𒉿𒅀𒋙𒌦...𒀭𒊩𒌆𒃲𒀭𒉺𒌆𒆠𒆗𒃻𒆠𒁴...𒄿𒊕𒅗𒉡𒁮𒄣𒌓...𒄭𒋚𒋾𒀭𒈨𒌍𒃲𒈨𒌍...𒀭𒈾𒀭𒈾𒊒...𒌑𒊺𒅆𒅕...𒊑𒆧𒌓𒍢𒋙𒌦...𒀭𒌋𒁯𒈨𒌍...𒌑𒆥...𒌋...𒅆𒃸𒀀...𒋙𒌦...𒇻𒊩𒄵...	... dan ma-lu raq-qu ... iš-šu ... šu₂ ... {d}-30 pu-tuq-qu ba-ša₂-a GEŠTU.II-šu₂-un ... {d}-nin-gal {d}-nusku qe₂-reb ša₂ KI-tim ... i-šak-ka-nu dam-qu-tu₂ ... hi-ših-ti DINGIR.MEŠ GAL.MEŠ ... {d}-na-an-na-ru ... u₂-še-ši-ir ... ri-kis par-ṣi-šu₂-un ... {d}-U.DAR.MEŠ ... u₂-kin ... u ... IGI.KAR₂-a ... šu₂-un ... lu-šal-bir ... 	... full, thin ... the god Sîn, they were paying constant attention ... the goddess Ningal (and) the god Nusku, in the midst of the land. (5'') ... will establish good things ... what is required by the great gods ... the god Nannar ... set straight; ... organization of their rites (10'') ... goddesses ... he fixed ... (15'') ... divination ... their ... let it grow old ... 
𒆳𒌅𒀭𒉌𒌓𒀀𒈨𒌍𒀉𒁕𒀭𒉡𒀸𒌋𒅗𒂍𒋞𒂍𒍣𒁕𒂊𒋼𒇷𒄿𒌋𒊺𒅕𒆠𒊭𒀭𒆘𒄿𒁀𒀾𒅆𒋧𒈠𒉺𒀭𒌋𒌋𒂗𒐊𒈠𒆟𒂊𒄵𒌓𒇺𒄷𒂅𒅗𒀀𒊑𒂍𒍣𒁕𒇷𒅕𒍢𒁍𒈬𒊬𒊒𒌋𒊭𒌋𒌋𒂗𒐊𒀸𒊮𒁉𒆷𒀾𒆲	šat-tu an-ni-tu₂ A-MEŠ id-da-an-nu ina UGU E₂.SIG₄ E₂.ZI.DA e-te-li-i-u {LU₂~v}-še-er-ki ša {d}-ALAD i-ba-aš₂-ši šum₂-ma pa-an MAN EN-ia₂ ma-hir e-bir-tu₂ liš-hu-ṭu ka-a-ri E₂.ZI.DA li-ir-ṣi-pu mu-šar-ru-u ša MAN EN-ia₂ ina ŠA₃-bi la-aš₂-kun 	This year the waters have increased and risen up to the wall of Ezida. There are oblates of Išum available; if it pleases the king, my lord, let them glaze kiln-fired bricks and brick up the quay-wall of Ezida and let me put the inscription of the king, my lord, therein. They should cut the waters off.
𒀀𒁲𒂊𒊭𒁹𒀭𒌍𒌋𒌋𒃻𒌦𒌋𒌋𒆳𒀸𒋩𒆠𒌉𒁹𒀭𒊹𒆕𒀀𒌋𒌋𒋙𒌋𒌋𒆳𒀸𒋩𒆠𒋬𒁹𒀭𒀝𒀀𒋧𒈾...𒋬𒁹𒌗𒀊𒀀𒀀...𒋬𒁹𒀝𒊑...𒄿𒈾𒈠𒄯𒀭𒊕𒈨𒃻𒀭𒀸𒁁...	a-de-e ša {1}-{d}-30—MAN—GAR—un MAN KUR—aš-šur {KI} DUMU {1}-AN.ŠAR₂—DU₃—A MAN ŠU₂ MAN KUR—aš-šur {KI} TA@v {1}-{d}-AG—A—SUM-na ... TA@v {1}-{ITI}-AB-a.a ... TA@v {1}-aq-ri ... i-na ma-har {d}-SAG.ME.GAR {d}-dil-bat ... 	The treaty of Sin-šarru-iškun, king of Assyria, son of Assurbanipal,  king of Assyria, with Nabû-apla-iddina ... , with Ṭebetaya ... ,  (and) with Aqri  ... in the presence of Jupiter, Venus ... 
...𒌝𒈠𒆤𒌅𒌑𒁹𒀭𒌓𒊕𒉽	... um-ma kit-tu-u₂ {m}-{d}-UTU-SAG-PAP 	(... ) should ask the elders of his land: “Is it true that Šamaš-rēša-uṣur, 
𒄿𒋢𒊑𒂗𒄿𒋡𒁉𒈠𒀀𒋫𒀀𒄥𒁍𒋼𒆷𒀀𒄿𒄭𒊒𒁍𒆷𒀀𒂊𒋾𒋡𒀀𒇉𒌑𒊺𒁀𒊏𒄩𒊏𒈠𒈠𒂊𒋼𒋡	i—su-ri EN i-qa-bi ma a-ta-a {LU₂~v}-qur-bu-te la-a i-hi-ru-pu la-a e-ti-qa ID₂ u₂-še-ba-ra ha-ra-ma-ma e-te-qa 	Perhaps my lord will say: "Why didn't the bodyguard proceed here in  advance?" He is helping him across the river, thereupon he will proceed here.
...𒈨𒌍𒊭𒈾𒄀𒄿...𒆠𒆷𒀀𒀸𒌋𒅗...	... MEŠ ša na-gi-i ... ki la-a ina UGU ... 	... the ... s of the district ... not on ... , because it is not old.
𒇻𒌑𒍣𒈨𒌍𒇻𒌑𒁇𒈨𒌍𒀀𒊩𒅗𒀭𒌓𒂗𒃲𒌑𒆠𒄿𒂊𒈬𒄣𒃻𒁹𒀭𒀸𒋩𒋀𒋧𒈾𒈗𒆳𒀸𒋩𒆠𒀀𒈾𒍝𒁀𒀀𒋫𒌷𒂦𒀭𒂗𒆤𒄵𒌅𒃻𒄿𒈾𒌋𒅗𒋫𒄷𒈬𒃻𒆳𒌋𒌋𒈾𒀀𒀀𒈾𒁕𒌅𒅋𒆷𒆪𒉏𒈠𒌷𒃻𒀀𒋙𒌷𒂦𒀭𒂗𒆤𒀀𒈾𒋡𒋾𒋙𒌦𒋃𒌑	lu-u₂ ZI-MEŠ lu-u₂ BAR-MEŠ a-šal-ka {d}-UTU EN GAL-u₂ ki-i e-mu-qu ša₂ {1}-{d}-aš-šur—ŠEŠ—SUM-na LUGAL KUR—aš-šur {KI} a-na ṣa-ba-a-ta {URU}-BAD₃—{d}-EN.LIL₂ bir-tu ša₂ i-na UGU ta-hu-mu ša₂ {KUR}-man-na-a.a na-da-tu il-la-ku-nim-ma URU ša₂-a-šu₂ {URU}-BAD₃—{d}-EN.LIL₂ a-na qa-ti-šu₂-un ŠID-u₂ 	I ask you, Šamaš, great lord, whether the army of Esarhaddon, king of Assyria, should go to conquer Dur-Illil, a fortress which is located on the border of Mannea, and whether that city, Dur-Illil, will be delivered to them.
𒌗𒃶𒃶𒈾𒌓𒁹𒆚𒃻𒋛𒀀	ITI.GAN.GAN.NA UD.1.KAM₂ ša₂-ṭir 	Written in the month Kislīmu, on the first day.
...𒌍𒆠𒌋𒌋𒅆...𒋢𒂔𒆠...𒋢𒂔𒆠	... 30 KI 20 IGI ... SU.BIR₄ {KI} ... SU.BIR₄ {KI} 	... the moon is seen with the sun ... Subartu ... Subartu.
𒀭𒉡𒋆𒅗𒀀𒀀𒈠𒉡𒌋𒌆𒇻𒅁𒉺𒀾...𒅇𒋗𒊒𒌒𒌓𒃻𒈗𒀸𒊮𒁹𒂗𒂍𒋗𒈫𒂍𒋗𒈫𒃻𒌷𒊮𒌷𒉺𒄴𒄷𒊏𒅗	an-nu-rig ka-a.a-ma-nu dul-lu ep-pa-aš₂ ... u₃ šu-ru-up-tu₂ ša₂ LUGAL ina ŠA₃ 01-en E₂—ŠU.2 E₂—ŠU.2 ša₂ {URU}-ŠA₃—URU pa-ah-hu-ra-ka 	At present I am continuously performing the ritual; and I have the (items for the) king's funeral burning collected in a storehouse in the Inner City.
𒆷𒅅𒋙𒉡...	la GAL₂-šu₂-nu ... 	Their nonexistence ... 
𒂟𒈨𒌍𒊭𒀸𒉺𒉌𒅀𒊭𒉡𒌋𒉌𒁹𒈨𒌍𒌋𒐊𒀸𒊮𒁉𒋙𒉡𒈪𒌅	{LU₂~v}-ERIM-MEŠ ša ina pa-ni-ia ša-nu-u-ni 01 me 30 u 05 ina ŠA₃-bi-šu₂-nu mi-tu 	From the men at my disposal, 135 had died.
𒆠𒄿𒈗𒀀𒈾𒂊𒈬𒆠𒋙𒅋𒋰𒊒𒌝𒈠𒀀𒈾𒊮𒁉𒆳𒌋𒌋𒈾𒀀𒀀𒅕𒁀𒀪𒂊𒈬𒋡𒃮𒁉𒆷𒅕𒊒𒌒𒇽𒂟𒈨𒃻𒁁𒄬𒆷𒀀𒋾𒅇𒇽𒆹𒆪𒌑𒇷𒊒𒁍𒇽𒄀𒂇𒀀𒀀𒃻𒅅𒁍𒌑𒌝𒈠𒆳𒌋𒌋𒈾𒀀𒀀𒀸𒉺𒉌𒆪𒉡𒄊𒈫𒀀𒉌𒉌𒅁𒋫𒊏𒋢𒌋𒌋𒁲𒂊𒈠𒉿𒅕𒍝𒌅𒅆𒄿𒆰𒇽𒄬𒂵𒋾𒄿𒋗𒉡𒈠𒈨𒋾𒃻𒀭𒅇𒀀𒁲𒂊𒌌𒄿𒁺𒌑	ki-i LUGAL a-na e-mu-qi₂-šu₂ il-tap-ru um-ma a-na ŠA₃-bi {KUR}-man-na-a.a er-ba-aʾ e-mu-qa gab-bi la er-ru-ub {LU₂}-ERIM-ME ša₂—BAD-HAL-la-a-ti u₃ {LU₂}-zuk-ku-u₂ li-ru-bu {LU₂}-gi-mir-a.a ša₂ iq-bu-u₂ um-ma {KUR}-man-na-a.a ina pa-ni-ku-nu GIR₃.2-a-ni ni-ip-ta-ra-su min₃-de-e-ma pi-ir-ṣa-tu ši-i NUMUN—{LU₂}-hal-ga-ti-i šu-nu ma-me-ti ša₂ DINGIR u₃ a-de-e ul i-du-u₂ 	If the king has written to his army: "Invade Mannea," the whole army should not invade; (only) the cavalry and the professional troops should invade. The Cimmerians who said, "The Manneans are at your disposal, we shall keep aloof" — maybe it was a lie; they are barbarians who recognize no oath sworn by god and no treaty.
