...𒅅𒀜𒋫𒍝𒀸𒁉𒀉	... ig at-ta-ṣa ina be₂-et 	I brought ... and gave ... where ... 
...𒊭𒁲𒈠𒉡𒊕...𒀀𒌨𒉺𒉌𒅀𒂊𒁍𒋗...𒀀𒊬𒋗𒌑𒈨𒋛...𒋫𒍑𒊺𒋗𒀀𒁲𒃮𒁳𒁁𒋗...𒀀𒄖𒊑𒂊...𒅋𒈪...𒈾𒆕𒀀𒈨𒌍𒀾𒂅𒌨𒄿𒈾𒆠𒊑𒁉𒋙𒀾𒆲	... ša sal₂-ma-nu-SAG ... a-lik pa-ni-ia e-pu-šu ... a-šar-šu u₂-me-si ... TA uš-še-šu a-di gaba-dib-be-šu ... a-gu-re-e ... il-mi ... NA.RU₂.A.MEŠ aš₂-ṭu-ur i-na qe₂-re-bi-šu₂ aš₂-kun 	... which Shalmaneser, ... who preceded me, had built, had become old and dilapidated. I delineated its area ... I (completely) rebuilt it from top to bottom... baked bricks ... surrounded ... I inscribed monumental inscriptions (and) deposited them therein.
...𒌆𒊭𒄑𒈪	... {TUG₂}-ša—GIŠ.MI 	... a parasol
𒌌𒌅𒋼𒀀𒁄𒌀𒆠	ul-tu KAR bal-til {KI} 	From the quay of Baltil (Assur)
𒉽𒈫...	PAB 02 ... 	In all, 2 ... 
𒃻𒆳𒆸𒊒𒊑𒀀𒁲𒆳𒆸𒍝𒀀𒉌𒋫𒂊𒄵𒋫𒀭𒀀𒇉𒍝𒁀𒀀𒁲𒌷𒇯𒁀𒀀𒊑𒃻𒂖𒆷𒀭𒌷𒍝𒉼𒀭𒀀𒁲𒌷𒇯𒃻𒁹𒍝𒀊𒁕𒉌𒌋𒌷𒇯𒃻𒀊𒋫𒉌𒌷𒄭𒊑𒈬𒌷𒄩𒊒𒌓𒆳𒁉𒊏𒀀𒋼𒃻𒆳𒋼𒀀𒁺𒉌𒃻𒀀𒈾𒈪𒄑𒊑𒆳𒅀𒌑𒌁𒋫𒆳𒉌𒊑𒁁𒃻𒌷𒁀𒁉𒋼𒀀𒁲𒆳𒋻𒈥	ša₂ {KUR}-hab-ru-ri a-di {KUR}-gil₂-za-a-ni TA e-ber-ta-an {ID₂}-za-ba-a-di {URU}-DU₆-ba-a-ri ša₂ el-la-an {URU}-za-ban {an} a-di {URU}-DU₆-ša₂-{m}-za-ab-da-ni u {URU}-DU₆-ša₂-ab-ta-ni {URU}-hi-ri-mu {URU}-ha-ru-tu₂ {KUR}-bi-ra-a-te ša₂ {KUR}-kar-du-ni-ša₂ a-na mi-iṣ-ri KUR-ia u₂-ter TA KUR ne₂-re-be ša₂ {URU}-ba-bi-te a-di {KUR}-haš-mar 	of Mount Habruru to the land Gilzānu, from the opposite bank of the Lower Zab to the city Tīl-Bāri which is upstream from the city Zaban, to the cities Tīl-ša-Zabdāni and Tīl-ša-Abtāni, the cities Ḫirimu, Ḫarutu, (which are) fortresses of Karduniaš (Babylonia). I accounted (the people) from the pass of the city Babitu to Mount Ḫašmar
𒆠𒄿𒉺𒀭𒈗𒁁𒉌𒅀𒈤𒊒𒂊𒈬𒄣𒈠𒀪𒁕𒀀𒋾𒇸𒇷𒆪𒉏𒈠𒉌𒌓𒍝𒆳𒇺𒋗𒌑𒆠𒄿𒃻𒀉𒊑𒆪𒉌𒃻𒄭𒀀𒀉𒋾𒋙𒉡𒌌𒀝𒆗𒀀𒈨𒌍𒀉𒋾𒋙𒉡𒌌𒀀𒆳𒋾𒄿𒌅𒍑𒋙𒉡𒌌𒀉𒋾𒅅𒈠𒄯𒇽𒌉𒈨𒊑𒅗𒇽𒌉𒈨𒊑𒅗𒌌𒀀𒋼𒅁𒁉𒅇𒂄𒈬𒈗𒁁𒉌𒐊𒌌𒀀𒃻𒀪𒀠𒈗𒀀𒈾𒄭𒂅𒆷𒌦𒁕𒈾𒀪𒅈	ki-i pa-an LUGAL be-li₂-ia mah-ru e-mu-qu ma-aʾ-da-a-ti lil-li-ku-nim-ma {NA₄}-ZA.GIN₃ liš-šu-u₂ ki-i ša₂ it-tal-ku-ni NINDA-HI.A it-ti-šu₂-nu ul ak-kal A-MEŠ it-ti-šu₂-nu ul a-šat-ti i-tu-uš-šu₂-nu ul et-ti-iq ma-har {LU₂}-DUMU—šip-ri-ka {LU₂}-DUMU—šip-ri-ka ul a-te-eb-bi u₃ šul-mu LUGAL be-li₂-ia₂ ul a-ša₂-aʾ-al LUGAL a-na hi-ṭu la un-da-na-ʾa-ar 	If it is agreeable to the king, let a huge army come and take the lapis lazuli. If, when they come, I shall not dine with them, nor proceed at their side, nor rise before your messenger, nor ask about the well-being of the king, my lord, let the king not consider it as (my) fault.
𒅆𒁹...𒉌𒇽𒋃𒃻𒀭𒉺𒃻𒌷𒀏𒆠	IGI {1}-... ni {LU₂}-SANGA ša₂ {d}-PA ša₂ {URU}-NINA {KI} 	Witness ... ni, priest of Nabû of Nineveh.
𒀀𒈾𒀭𒈹𒁁𒀖𒆳𒆳𒋾𒄑𒃼𒋾𒀭𒈨𒌍𒋡𒈩𒋾𒄿𒆷𒀀𒋾...𒀀𒁍𒁍𒄑𒍪𒉻𒇻𒌅...𒍝𒀪𒈾𒄉...𒃼𒋾𒊕𒂵𒁓𒌅...𒇧𒄩𒀀𒋾...𒌑𒆳𒁍𒊒𒈬...𒄴𒍪𒋗𒌦𒅆𒁕𒀜...𒃻𒀸𒀸...𒂵𒈪𒊏𒄉𒈨𒂅𒌋𒌍𒁇...𒋗𒈛𒄷...𒆬𒃻𒆠𒆗𒀕𒆠𒃽𒃲𒌈𒃽𒄿𒋗	a-na {d}-INANNA be-let KUR.KUR ti-iz-qar-ti DINGIR.MEŠ qa-rit-ti i-la-a-ti ... a-bu-bu ez-zu šug-lu-tu ... za-aʾ-na-at₂ ... QAR TI šag-ga-pur-tu ... pul-ha-a-ti ... U₂ ŠAT bu-ru-mu ... AH ZU-šu-un ŠI DA AT ... ša₂ aš-rum ... ga-mi-ra-at₂ šip-ṭu u EŠ.BAR ... šu-luh-hu ... KU₃ ša₂ qe₂-reb UNUG {KI} GAŠAN GAL-tum GAŠAN-i-šu 	For the goddess Ištar, mistress of the lands, (most) eminent of the gods, (most) valiant of the goddesses, ... fierce, terrifying deluge, (... ) who is endowed with ... (i 5) ... majestic, ... awe, ... the firmament (of the heavens), ... humble, (i 10) ... who gives judgment and decision, ... purification rites, ... which is inside Uruk, the great lady, his lady:
𒌗𒁈𒌓𒌋𒌋𒐈𒆚𒅆𒈨𒁹𒈠𒊑𒆷𒆸𒀸𒂍𒊑𒁺𒋾𒂍𒊑𒁺𒋾	{ITI}-BARAG UD 23-KAM₂ lim-me {1}-ma-ri—la-rim ina E₂—re-du-ti E₂—re-du-ti 	Month Nisan (I), 23rd day, eponym year of Mari-larim (668). In the Succession Palace.
𒁹𒊑𒈬𒌅𒐈𒋙	{1}-ri-mu-tu {LU₂~v}-03-šu₂ 	Remuttu, 'third man' on the chariot,
𒀀𒈾𒆪𒀭𒊹𒆕𒀀...𒀭𒊹...𒉏𒈠𒆠...	a-na-ku AN.ŠAR₂-DU₃-A ... AN.ŠAR₂ ... ELAM.MA {KI} ... 	I, Ashurbanipal ... (the god) Aššur ... (the land) Elam ... 
...𒂍𒋙𒀀𒌓...𒂍𒆠𒈤...𒃻𒊩𒂍𒊹𒊏𒄩𒆳𒊩𒂍𒃲𒋙𒊩𒂍𒃲𒋙𒌋𒆳𒆸...	... E₂ šu₂-a-tu₂ ... E₂ KI.MAH ... ša₂ {f}-e₂-šar₂-ra-ha-mat MUNUS.E₂.GAL-šu₂ MUNUS.E₂.GAL-šu₂ u-šad-gil₂ ... 	... that house ... , the tomb of Ešar<ra>-ḫammat, his wife, ... 
...𒉌𒂊𒄯...	... ni e-mur-... 	... (and) chosen ... 
𒇻𒌑𒇽𒊕𒈨𒌍𒃻𒌀𒇷𒅍𒈨𒌍𒌑𒉌𒇻𒌑𒃻𒍨𒉌𒃻𒌀𒇷𒅍𒌑𒉌𒀀𒈾𒂗𒉣𒃻𒈗𒁺𒈨𒌍𒌑𒉌	lu-u₂ {LU₂}-SAG-MEŠ ša₂ til-li IL₂-MEŠ-u₂-ni lu-u₂ ša₂—ziq-ni ša₂ til-li IL₂-u₂-ni a-na EN.NUN ša₂ LUGAL GUB-MEŠ-u₂-ni 	or the eunuchs who bear arms, or the bearded (officials) who bear arms and stand guard for the king,
𒀀𒁲𒆳𒌓𒁴𒂗𒈾𒀜𒋫𒂊𒈬𒆠𒅗𒁲𒆠𒂊𒈠𒀀𒌨𒈠𒀉𒋾𒁹𒀭𒀝𒋩𒇽𒃻𒆳𒌓𒁴𒍝𒁍𒉡	a-di KUR—tam-tim en-na at-ta e-mu-qi₂-ka de-ke-e-ma a-lik-ma it-ti {1}-{d}-AG—ŠUR {LU₂}-GAR KUR—tam-tim ṣa-pu-nu 	Now you, too, mobilise your forces and go and join Nabû-eṭir, the governor of the northern Sealand!
...𒇽𒅆𒁾...	... {LU₂}-IGI.DUB ... 	... the treasurer ... 
𒊺𒉡𒊓𒄭𒊭𒄿𒋾𒈠𒇷𒄿𒋾𒈠𒇷𒄿𒊭𒋗𒈨𒄿𒊭𒋗𒈨𒊭𒁹𒁇𒊒𒄣𒊭𒁹𒀭𒌋𒄥𒈦𒊭𒉌𒈾𒊓𒄷𒉌𒌑𒈠𒀀𒁹𒂗𒀀𒀸𒆥𒉺𒉌𒊌𒋫𒅆𒁲𒈗𒂗𒄿𒋡𒁉𒈠𒀀𒄥𒅆𒌓	{ŠE}-nu-sa-hi ša i—ti-ma-li i—ti-ma-li i—ša-šu-me i—ša-šu-me ša {1}-bar-ru-qu ša {1}-{d}-U.GUR—MAŠ ša ni-na-sa-hu-ni u₂-ma-a {1}-EN—A—AŠ {LU₂~v}-qe-pa-ni uk-ta-ši-di LUGAL EN i-qa-bi ma-a {LU₂~v}-qur-IGI-tu₂ 	(Concerning) the habitual corn taxes of Barruqu and Nergal-ašared that we  have been exacting, Bel-aplu-iddina has now driven the delegates away. (Perhaps)  the king, my lord, will say: "Is a bodyguard not exempt?"
...𒅖𒇻𒆷𒄠𒈠𒀀𒈾𒆳𒉺𒋾𒀀𒁲𒈤𒊑𒅀𒌒𒆷𒐋𒈨𒊩𒆷𒀜𒌷𒄠𒆷𒋼𒊭𒇽𒁕𒈬𒉌𒐊𒅆𒐉𒈨𒊩𒆷𒀜𒌷𒂍𒁲𒊏𒀀𒀀𒀸𒌷𒆪𒈾𒇷𒀀...𒌷𒄷𒍝𒅈𒊏𒌷𒋫𒂊𒌷𒋫𒅈𒈠𒈾𒍣𒌷𒆪𒌌𒈠𒁕𒊏𒌷𒄩𒋫𒌁𒊏𒌷𒅕𒄀𒅋𒇻𒌷𒈨𒌍𒉌𒃻𒆳𒌦𒆥𒌑𒊺𒈨	... iš-lu-la-am-ma a-na {KUR}-hat-ti a-di mah-ri-ia ub-la 6 ME šal-la-at {URU}-am-la-te ša {LU₂}-da-mu-ni 5 LIM 4 ME šal-la-at {URU}-E₂-de-ra-a-a ina {URU}-ku-na-li-a ... {URU}-hu-za-ar-ra {URU}-ta-e {URU}-ta-ar-ma-na-zi {URU}-ku-ul-ma-da-ra {URU}-ha-ta-tir-ra {URU}-ir-gi-il-lu URU.MEŠ-ni ša₂ {KUR}-un-qi u₂-še-šib 	... he (a eunuch of mine) plundered (those cities) and brought (that booty) to the land Ḫatti (Syria-Palestine), before me. I settled 600 captives of the city Amlatu of the (tribe) Damunu (and) 5,400 captives of the city Bīt-Dērāya in the cities Kunalīa, ... , Ḫuzarra, Tae, Tarmanazi, Kulmadara, Ḫatatirra, (and) Irgillu, cities of the land Unqi. 
...𒁹𒁀...𒀀𒁹𒄊𒈫...𒀀...𒆥	... {1}-ba-... A {1}-GIR₃.2—... a ... qi 	Ba... , son of Šep-... 
𒋛𒀉𒋾𒇽𒃲𒈨𒌍𒋙𒊭𒆷𒉺𒀭𒋫𒄩𒍣𒅀𒅁𒆷𒄷𒀉𒆪𒌑𒄿𒁕𒋙𒌦𒁄𒂅𒋢𒉡𒄿𒈾𒉠𒌓𒄩𒊑𒀉𒈬𒄩𒋗𒅀𒀀𒀀	si-it-ti {LU₂}-GAL.MEŠ-šu₂ ša la-pa-an ta-ha-zi-ia ip-la-hu id-ku-u₂ i-da-šu₂-un bal-ṭu-su-nu i-na MURUB₄ tam-ha-ri it-mu-ha ŠU.II-a-a 	(As for) the rest of his magnates, who had raised their arms because they were terrified of doing battle with me, I captured them alive in the thick of battle. 
...𒈠𒈾𒋬𒌷𒊮𒌷𒀀...𒈠𒈾𒋬𒇹𒀭...	... MA.NA TA@v {URU}-ŠA₃—URU a ... MA.NA TA@v arba-il₃ ... 	... I ... x minas from the Inner City (and) x minas  from Arbela ... 
...𒅅𒁍𒌑	... iq-bu-u₂ 	... they spoke
𒃲𒁉𒈜𒃲𒁉𒈜𒂍𒋫𒂊𒈬𒆠𒂊𒊒𒁍𒉌𒁹𒌨𒊓𒀀𒄿𒊑𒅗𒅅𒋫𒃻𒋢𒁹𒂗𒋫𒊮𒁉𒋙𒉡𒆷𒌑𒍢𒀀	{LU₂~v}-GAL—KAŠ.LUL {LU₂~v}-GAL—KAŠ.LUL E₂ TA e-mu-qi₂ e-ru-bu-ni {1}-ur-sa-a i-tal-ka ik-ta-ša₂-su 01-en TA ŠA₃-bi-šu₂-nu la u₂-ṣi-a 	When the chief cupbearer entered with the army, Rusa came and defeated  him... Not one of them got out (alive).
𒅆𒁹...𒀀𒀀𒁀	IGI {1}-... A {LU₂~v}-A.BA 	Witness ... -apli, scribe.
𒀭𒈾𒁉𒌝𒌉𒍑𒌑𒍮𒌫𒈗𒆗𒈝𒈗𒆍𒀭𒊏𒆠𒈗𒈠𒁕𒋗𒈨𒌷𒅎𒌋𒀝𒅗𒁲𒄿𒅖𒊭𒀝𒆪𒌝𒍢𒄿𒊑𒉺𒌓𒀭𒌑𒆜𒌋𒀭𒅖𒁯𒊑𒂍𒌝𒆠𒉆𒋾𒊑𒄑𒂵𒀜𒀭𒈾𒁉𒌝𒅇𒀭𒀫𒌓𒀀𒈾𒆪	{d}-na-bi-um-IBILA-u₂-ṣu-ur₂ LUGAL dan-num₂ LUGAL KA₂.DINGIR.RA {KI} LUGAL MA.DA-šu-me-ri₂-im u ak-ka-di-i iš-ša-ak-ku-um ṣi-i-ri pa-lih {d}-u₂-raš u {d}-iš-tar₂ RE.E₂.UM ki-nam ti-ri-iṣ qa₂-at {d}-na-bi-um u₃ {d}-AMAR.UTU a-na-ku 	Nabopolassar,  strong king, king of Babylon, king of the land of Sumer and Akkad, exalted ruler, the one who reveres the god Uraš and the goddess Ištar, true shepherd, protégé of the gods Nabû and Marduk, am I:
𒁵𒃻𒀜𒀀𒈾𒌉𒆷𒄿𒁍𒋗...𒈗𒁁𒉌𒀀𒉌𒄿𒁳𒃻𒀭𒈾𒅆𒀸𒉺𒉌𒅗𒌅𒌌𒋼𒆗𒀭𒈾𒅆...𒁵𒀀𒂵𒀀	MUN ša₂ AD a-na DUMU la i-pu-šu ... LUGAL be-li₂-a-ni i-tep-ša₂-an-na-ši ina pa-ni-ka tu-ul-te-rib-an-na-ši ... MUN a-ga-a 	The king, our lord, has done us a favour good deeds that not (even) a father has done to his son ... : you have made us enter your entourage.
𒁹𒇻𒀴𒊭𒁹...𒈨𒌍o𒇽𒉆𒆳𒍝𒈬𒀀	01 UDU.NITA₂ ša {1}-... MEŠ o {LU₂}-NAM KUR—za-mu-a 	1 male sheep of NN, the governor of Mazamua.
𒀉𒇻𒃼𒁺𒊭𒄿𒈾𒊑𒂍𒂦𒀭𒆠𒀉𒋾𒁹𒀭𒈝𒁀𒉌𒂵𒀾𒈗𒆳𒂊𒇴𒋾𒅔𒉆𒊒𒈠𒅖𒆪𒉡𒈭𒋫𒀀𒋗𒈾𒋛𒄴𒇽𒆳𒋼𒊓𒀀𒀀𒈬𒁄𒇷𒆪𒄖𒌦𒉌𒋗𒃻𒇸𒆳𒌅𒀪𒈬𒈾𒊭𒇽𒈾𒋝𒋙𒉡𒄿𒉿𒁺𒈠𒌨𒊒𒌑𒈠𒄯𒈗𒆳𒆗𒁲𒈬𒊑𒅁𒆳𒂍𒄷𒌝𒊑𒀀𒊐𒅆𒊭𒄿𒈾𒌷𒊏𒉿𒄭𒅆𒅆𒌑𒆳𒈬𒊻𒊑𒃻𒉡𒈠𒁹𒄩𒀀𒉡𒉡𒈗𒌷𒄩𒍣𒋼𒅗𒈬𒊻𒋢𒌑𒊺𒊑𒁀𒌷𒀸𒋩𒅗𒋃𒇽𒋫𒈬𒁲𒇽𒄿𒁀𒁲𒁲𒇽𒈥𒋛𒄿𒈠𒉌𒇽𒄩𒅀𒉺𒀀𒊭𒋛𒀉𒋫𒋙𒉡𒅔𒉌𒀉𒋡𒄠𒈠𒌑𒊬𒈬𒌑𒆠𒆗𒆳𒂍𒄷𒌝𒊑𒀀𒇷𒀪𒌓𒄩𒊑𒊭𒄿𒈾𒉠𒌓𒁴𒆳𒅀𒄠𒈾𒀀𒀀𒊓𒀭𒁕𒌋𒌋𒆠𒈠𒉡𒌑𒉌𒄿𒁀𒊒𒈠𒌑𒉺𒅁𒅆𒄷𒆳𒄣𒂊𒅇𒌷𒀫𒊑	eṭ-lu qar-du ša i-na re-bit BAD₃.AN {KI} it-ti {m}-{d}-hum-ba-ni-ga-aš₂ LUGAL {KUR}-e-lam-ti in-nam-ru-ma iš-ku-nu tah-ta-a-šu na-si-ih {LU₂}-{KUR}-te-sa-a-a mu-pal-li-ku gu-un-ni-šu ša₂-lil {KUR}-tu-ʾu-mu-na ša {LU₂}-na-sik-šu₂-nu i-pi-du-ma ur-ru-u₂ ma-har LUGAL {KUR}-kal-di mu-ri-ib {KUR}-E₂-hu-um-ri-a rap-ši ša i-na {URU}-ra-pi-hi BAD₅.BAD₅-u₂ {KUR}-mu-uṣ-ri GAR-nu-ma {m}-ha-a-nu-nu LUGAL {URU}-ha-zi-te ka-mu-us-su u₂-še-ri-ba {URU}-aš-šur ka-šid {LU₂}-ta-mu-di {LU₂}-i-ba-di-di {LU₂}-mar-si-i-ma-ni {LU₂}-ha-ia-pa-a ša si-it-ta-šu₂-nu in-ne₂-et-qa-am-ma u₂-šar-mu-u₂ qe₂-reb {KUR}-E₂-hu-um-ri-a le-ʾi tam-ha-ri ša i-na MURUB₄ tam-tim {KUR}-ia-am-na-a-a sa-an-da-niš ki-ma nu-u₂-ni i-ba-ru-ma u₂-šap-ši-hu {KUR}-qu-e u₃ {URU}-ṣur-ri 	the valiant man who met Ḫumbanigaš (Ḫum­ban-nikaš I), king of the land Elam, (in battle) on the outskirts of (the city) Dēr and brought about his defeat; who deported the Tešian (king) (and) cut down his elite troops; who plundered the land Tuʾumuna, who(se people) had arrested their sheikh and brought (him) before the king of Chaldea; who made the wide land Bīt-Ḫumria (Israel) tremble, brought about the defeat of Egypt at the city Raphia, and brought Ḫanūnu (Hanno), king of the city Gaza, to the city Aššur in bondage; (20) who conquered the Tamudu, Ibādidi, Marsīmani, (and) Ḫayappa (tribes), whose remnants were transferred here and (whom) I (re)settled in the land Bīt-Ḫumria (Israel); skilled in war, who caught the Ionians in the middle of the sea like fish, as a fowler (does), and pacified the land Que (Cilicia) and the city Tyre;
𒌌𒅖𒋙𒌑...𒅇...	ul iš-šu₂-u₂ ... u₃ ... 	they did not raise... and ... 
𒀸𒌋𒅗𒇷𒃻𒉌𒊭𒈗𒁁𒉌𒅖𒁍𒊏𒀭𒉌𒀀𒉺𒅁𒊏𒁕𒀀𒀀𒇷𒌑𒁲𒉌𒆷𒅋𒆷𒆪𒌋𒉌	ina UGU li-ša₂-ni ša LUGAL be-li₂ iš-pu-ra-an-ni a-sap-ra {LU₂~v}-da-a.a-li u₂-di-ni la il-la-ku-u-ni 	As to the rumour about which the king, my lord, wrote me, I have sent out scouts but they have not yet come back.
...𒀀𒇉𒌑𒆷𒀀𒀀𒇽𒉽𒍢𒂊𒉌𒂊𒆷𒈬𒌑𒈦𒋡𒀀𒋾𒄑𒈲...𒌝𒌋𒌋𒉌...𒂊𒋼𒀉𒋾𒄣𒀀𒈨𒌍𒆷𒀾𒆠𒈠𒆷𒌑𒉺𒀾𒅆𒄩𒀭𒄷𒊻𒋢𒌦𒊌𒆠...𒌨𒊑𒄩𒌑𒍢𒋙𒄑𒆪𒈨𒌍𒊭...𒀀𒈾𒉽𒌈𒀸𒂊𒈮𒀭𒂗𒆤...𒊑𒆷𒄿𒃻𒀀𒈗𒆳𒉏𒈠𒆠𒄴𒄯𒈠𒄭𒄑𒅆𒅆𒋙...𒋢𒌒𒁍𒄩𒁍𒄯𒋙𒁓𒊒𒌨𒂟𒈨𒌍𒋙𒄿𒍦𒈠𒀀𒇉𒈨𒌍𒋙𒁄𒋗𒄯𒊒𒊏...𒌑𒋗𒌅𒆳𒋢𒌷𒈨𒌍𒋙𒆗𒉡𒋾...𒌝𒌨𒅆𒊏𒃻𒁕𒀀𒋙𒄿𒋼𒇷	... {ID₂}-u₂-la-a-a {LU₂}-KUR₂ ṣe-e-ni e-la-mu-u₂ maš-qa-a-ti iṣ-ṣur₂ ... um-man-ni ... e-te-et-ti-qu A.MEŠ la aš₂-qi₂-ma la u₂-pa-aš₂-ši-ha an-hu-us-su-un UK KI ... ur-ri-ha u₂-ṣi-šu₂ {GIŠ}-TUKUL.MEŠ ša ... a-na KUR₂-tu₄ ina e-muq {d}-EN.LIL₂ ... ri la i-ša₂-a LUGAL {KUR}-ELAM.MA {KI} uh-hur ma-hi-iṣ BAD₅.BAD₅-šu₂ ... su-up-pu-ha pu-hur-šu₂ pur-ru-ur ERIM.MEŠ-šu₂ i-zib-ma ID₂.MEŠ-šu₂ BAL šu-har-ru-ra ... u₂-qat-tu KUR-su URU.MEŠ-šu₂ dan-nu-ti ... um-taš-ši-ra ša₂-da-a-šu₂ i-te-li 	... at the Ulāya River, the wicked enemy, the Elamite, kept guard over the watering places... troops ... traversed. I did not give (them) water to drink or allow them (time) to recover from their fatigue... I hastened to go forth against him. The weapons ... for war. By the strength (granted me) by the god Enlil ... could not have ... ; the king of the land of Elam held back. His defeat was accomplished; his ... were scattered; (and) his assembled (forces) were dispersed. He abandoned his troops and crossed his rivers. He was benumbed ... I destroyed his country. He abandoned his strong cities (... ) (and) disappeared.
𒌑𒄫𒈠𒁹...𒋬𒅆𒁹𒁲𒈬𒂗𒀸𒊮𒁉𒐈𒈠𒈾𒆬𒌓𒀸𒁹𒈠𒈾𒂊𒊭𒌋𒌋	u₂-piš-ma {1}-... TA@v IGI {1}-DI-mu—EN ina ŠA₃-bi 03 MA.NA KUG.UD ina 01 MA.NA-e ša MAN 	... has contracted and bought them from Šulmu-beli for three minas of silver by the mina of the king.
𒌷𒄬𒍮𒁹𒀭𒅎𒀖𒀀𒉌𒃻𒆳...𒌋𒌋𒈾𒀀𒀀𒆳𒌓𒀾𒇻𒆷𒊩𒆳𒋢...	{URU}-HAL.ṢU-{m}-{d}-IŠKUR-rem₂-a-ni ša₂ KUR ... man-na-a-a KUR-ud aš₂-lu-la šal-lat-su ... 	I conquered, plundered, ... the city Birat-Adad-rēmanni, of/which ... the Manneans.
𒁹𒆪𒊑𒃲𒍪𒌋...𒀉𒋾𒋙𒉡𒅋𒋫𒃶𒀸...𒅋𒋰𒊏𒌝𒈠𒀀𒈾𒁹𒀭...𒆳𒋾𒀀𒂵𒀀𒀀𒈾𒆳𒋙𒆷𒄿𒋻𒇻𒌑𒀀𒈨𒈠𒁹𒀉𒈠𒀀𒋾𒀀𒈾𒅆𒈗𒉡𒊺𒆗o	{1}-ku-ri-gal-zu u ... it-ti-šu₂-nu il-ta-kan ina ... il-tap-ra um-ma a-na {1}-{d}-... šat-ti a-ga-a a-na KUR-šu₂ la i-tar lu-u₂ a-šib-ma 01.et ma-a-ti a-na IGI LUGAL nu-še-rib o 	Kurigalzu ... has allied himself with them. He has written to ... : "Tell NN that he should not return to his country this year. He should stay (there) and we should make one country enter before the king."
𒇽𒊭𒌓𒐌𒆚𒊭𒌗𒁈...𒌦𒉌...𒇽𒀀𒆥𒊭𒀭𒌓𒀭𒅎𒋗𒌋𒌅𒋬𒂍𒇽𒍝𒀊𒋼𒌑𒋛𒍝𒀾𒋙	LU₂ ša UD-07-KAM₂ ša {ITI}-BARAG ... un-ni ... {LU₂}-A—KIN ša {d}-UTU {d}-IM šu-u-tu TA@v E₂ {LU₂}-ṣa-ab-te u₂-še₂-ṣa-aš₂-šu₂ 	The man who on the 7th of Nisan ... is the messenger of Šamaš and Adad. He brings him out of the prison.
𒀸𒆠𒆰𒋾𒅗𒀸𒀭𒂊𒃲𒈨𒌍𒌑𒆗𒅗𒀸𒍠𒅗𒋻𒊒𒌑𒋡𒀜𒋻𒀸𒆏𒅗𒉈𒌑𒃻𒋻	ina ki-zir-ti-ka ina AN-e GAL-MEŠ u₂-kal-ka ina ZAG-ka qut-ru u₂-qa-at-tar ina KAB-ka IZI u₂-ša₂-haz 	I keep you in the great heavens by your curl. I make smoke rise up on your right side, I kindle fire on your left.
